,genres,title,release_date,price,item_id,developer
5627,Casual,EXIT,2016-12-16,4.99,535000,"xropi,stev3ns"
5628,Casual,TILE,2016-12-09,1.99,567020,Egor Magurin
5629,Casual,Rescue Team 6 Collector's Edition,2016-12-13,5.99,566930,"Nova Ideals,Alawar Entertainment"
5630,Casual,Claws &amp; Feathers 2,2016-12-13,6.99,566940,"Adept Studios GD,Alawar Entertainment"
5631,Casual,VR GirlFriend,2016-12-13,9.99,563760,"Silver Moon Internet,银月网络"
5632,Casual,A Number's life,2016-12-13,3.99,560200,AppGeneration
5633,Adventure,Pixel Puzzles Ultimate - Puzzle Pack: Santa,2016-12-13,2.99,565323,DL Softworks
5634,Action,Cube Runner,2016-12-13,1.99,567280,Just1337 Studio
5635,Adventure,Pixel Puzzles Ultimate - Puzzle Pack: Glaciers,2016-12-13,2.99,565324,DL Softworks
5636,Adventure,Pixel Puzzles Ultimate - Puzzle Pack: Christmas,2016-12-13,7.99,565322,DL Softworks
5637,Action,4Team,2016-12-13,0.99,534320,Heisenberg Entertainment
5638,Strategy,Deluxe Content - Cossacks 3: Days of Brilliance,2016-12-13,3.99,565040,GSC Game World
5639,Adventure,The Dreamlord,2016-12-13,3.99,412290,mesetts
5640,Action,BIOS,2016-12-13,14.99,350600,PIXYUL
5641,Casual,Santa Rockstar,2016-12-13,6.99,567980,Bekho Team
5642,Casual,Passage 4,2016-12-13,8.99,567860,Netmin Games
5643,Casual,Mountain Trap: The Manor of Memories,2016-12-13,6.99,563320,Color Brush Studio
5644,Simulation,Glittermitten Grove,2016-12-13,19.99,536890,Mostly Tigerproof
5645,Simulation,Isyium,2016-12-13,0.99,555080,Glenn Main
5646,Adventure,Delicious - Emily's Home Sweet Home,2016-12-15,12.99,561000,GameHouse
5647,Racing,Real Events 2: 2016 MotoGP™ Season,2016-12-15,3.99,464320,Milestone S.r.l.
5648,Action,Warhammer: End Times - Vermintide Karak Azgaraz,2016-12-15,8.99,463791,Fatshark
5649,Adventure,Akuya,2016-12-16,1.99,545490,Indie Dynamics
5650,Simulation,FSX Steam Edition: US Cities X: Las Vegas Add-On,2016-12-15,14.99,536573,Aerosoft GmbH
5651,Simulation,Hearts of Iron IV: Together for Victory,2016-12-15,14.99,530760,Paradox Development Studio
5652,RPG,Betrayal Collection,1997-07-31,5.99,559640,Dynamix
5653,Action,Earth Liberation,2016-12-15,6.99,563490,PoRovoz Studios
5654,Indie,SugarMill,2016-12-15,14.99,538990,Aatlantis Code
5655,Indie,Incognito - Soundtrack,2016-12-15,4.99,571190,"Maxwolf,Fox"
5656,Adventure,Crystal Shard Adventure Bundle,2016-12-15,5.99,551840,Crystal Shard
5657,Casual,SHENZHEN SOLITAIRE,2016-12-15,2.99,570490,Zachtronics
5658,Adventure,Goblet of Maya,2016-12-15,1.99,557790,CubeInSquare
5659,Adventure,ASTRONEER (Original Soundtrack),2016-12-15,5.99,571010,"System Era Softworks,Machinefabriek"
5660,Indie,8-Bit Invaders!,2016-12-16,14.99,531680,Petroglyph
5661,Casual,Blue Tear,2016-12-16,7.99,563340,MysteryTag
5662,Adventure,Maize Original Soundtrack,2016-12-16,4.99,559950,Finish Line Games
5663,Indie,Tapocalypse,2016-12-16,2.99,567000,BEta - indie
5664,Action,Island Racer,2009-10-02,4.99,569010,baKno Games
5665,Casual,Brazed,2016-12-16,4.99,485630,Vladimir Maslov
5666,Indie,Moekuri: Adorable + Tactical SRPG,2016-12-16,11.99,529160,MokyuSoft
5667,Strategy,reconquest,2016-12-16,11.99,530040,StormCube Games
5668,Action,SWEATER? OK!,2016-12-16,1.99,539700,Triple-Star Studio
5669,Action,Landmine Larry,2016-12-17,6.99,535240,Furion Studios
5670,Action,Slash It,2016-12-16,0.99,567290,"Just1337 Studio,Crohack"
5671,Action,Santa's Big Adventures,2016-12-19,0.99,571020,Mihai Morosanu
5672,Design &amp; Illustration,Game Character Hub PE: Second Story,2016-12-20,3.99,531600,Sebastien Bini
5673,Simulation,Twilight Struggle - Turn Zero &amp; Promo Cards,2016-12-19,4.99,558480,"Playdek, Inc."
5674,Indie,SickBrick - Soundtrack,2016-12-19,0.99,571300,"Maxwolf,Fox"
5675,Adventure,Bunnyrama,2016-12-19,2.99,567210,Starwind Games
5676,Action,TURGUL: RAPID FIGHTING,2016-12-19,4.99,538700,dynamicsoulworks
5677,Action,Fallen,2016-12-20,2.99,570890,BT Studios
5678,Action,QUACK ATTACK 1985: TURBO DX EDITION,2016-12-19,0.99,500340,ATTACK MOUNTAIN
5679,Adventure,THE GREY MAN,2016-12-19,6.99,502530,ATTACK MOUNTAIN
5680,Action,DRAGON BALL XENOVERSE 2 - DB Super Pack 1,2016-12-20,7.99,508400,"QLOC,DIMPS"
5681,Adventure,Child Phobia: Nightcoming Fears,2016-12-20,1.99,570500,2B_GAMES
5682,Action,Kamio Recoil,2016-12-21,7.99,557420,Shindenken
5683,Simulation,FSX Steam Edition: US Cities: Detroit Add-On,2016-12-21,14.99,536574,Aerosoft GmbH
5684,Adventure,Jewel bits,2016-12-21,6.99,414140,Mysia Games
5685,Simulation,FSX Steam Edition: Toposim East Africa Add-On,2016-12-21,14.99,536549,Toposim
5686,Simulation,FSX Steam Edition: Toposim Central Africa Add-On,2016-12-21,14.99,536572,Toposim
5687,Simulation,FSX Steam Edition: US Cities X: Chicago Add-On,2016-12-21,14.99,536575,Aerosoft GmbH
5688,Action,Castle of no Escape 2,2016-12-21,6.66,542350,D.E.X. Team
5689,Casual,12 Labours of Hercules VI: Race for Olympus,2016-12-20,2.99,567800,"Jetdogs Studios,Zoom Out Games"
5690,Casual,AffordaGolf Online,2016-12-22,1.99,567040,Oryzhon Studios
5691,Casual,Gnomes Garden 3: The thief of castles,2016-12-22,4.99,546200,Creobit
5692,Indie,Hieroglyphika - Soundtrack,2016-12-22,1.99,571250,M. Hanka
5693,Indie,100% Orange Juice - Nath &amp; Tomato+Mimyuu Character Pack,2016-12-23,1.99,573180,Orange_Juice
5694,Adventure,Masha Rescues Grandma,2016-12-23,3.99,562670,Starodymov
5695,Casual,Tyto Ecology - Alaskan Tundra Ecosystem,2016-12-23,3.99,571960,Immersed Games
5696,Action,Crypt of the Serpent King,2016-12-27,1.99,528730,Rendercode Games
5697,Indie,Brain Booster,2016-12-26,0.99,543430,AbsQual Studio
5698,Action,Polygon Attack,2016-12-27,0.99,529900,Magnolia Art
5699,Action,Little Jack's Adventures,2016-12-28,0.99,571870,Mihai Morosanu
5700,RPG,To The Capital,2016-12-28,1.99,574580,Kormishenkov Anton
5701,Action,Tattletail,2016-12-28,4.99,568090,Waygetter Electronics
5702,Action,Felis,2016-12-28,0.99,572040,Jose Pedro Díaz
5703,Indie,Orbox C,2016-12-28,2.99,544180,"wins_84,gamebalance"
5704,Action,Duke of Alpha Centauri,2016-12-28,2.99,567580,Just1337 Studio
5705,Adventure,Baru and the Spirit Prince,2016-12-29,3.99,575030,"Tingly, LLC"
5706,Action,Operation Hardcore,2016-12-28,5.99,395550,"Adam McLellan,Ricardo Chirino"
5707,Casual,Never give up!,2016-12-29,2.99,555320,salamandra88
5708,Action,Alchemist,2016-12-29,2.99,543320,CrabWay
5709,Action,The Bits That Saved The Universe,2016-12-29,2.99,574910,James C. Gray
5710,Action,Leap Up no jutsu,2016-12-22,0.99,560710,nlfastudio
5711,Action,Crimson Nights,2017-01-02,9.99,538390,"The Crimson Nights Team,Spiky Fish Games"
5712,Adventure,Delicious - Emily's Hopes and Fears,2017-01-02,12.99,550400,Blue Giraffe
5713,Indie,Artillerists,2017-01-02,3.99,552030,SolarLance
5714,Action,Gum Guy,2017-01-03,3.99,568130,Nickana Studio
5715,Indie,Try Hard Parking,2017-01-03,1.99,575400,gearspecs
5716,Action,LSDriver,2017-01-01,0.99,575470,Manic Mind Game Lab
5717,Action,Infinitum - Soundtracks,2017-01-04,1.99,574770,VGstudio
5718,Action,Infinitum,2017-01-04,4.99,555670,VGstudio
5719,Adventure,Moon Colonization Project: Pro Edition,2017-01-01,0.99,576600,Belarus Games
5720,Adventure,Milkmaid of the Milky Way,2017-01-04,5.99,544970,Mattis Folkestad
5721,Action,SWAM,2016-10-30,3.99,565650,Paul O'Bar
5722,Indie,Crimson Sword Saga: The Peloran Wars,2017-01-06,0.99,497560,"David Nguyen,David Chang"
5723,Indie,Witch of Ice Kingdom Ⅱ,2017-01-02,3.99,568830,Windward_Birds
5724,Adventure,Danko and treasure map,2017-01-06,1.99,575130,MetamorphoGames
5725,Adventure,Javva Juice,2016-12-27,3.99,524940,Super Games Studio
5726,Racing,Russian Car Driver,2017-01-06,0.99,566990,Falcoware
5727,Adventure,Vex - World 4 Unlock,2017-01-06,0.99,574972,"Stenner Studios,Killbox Graphics"
5728,Adventure,Lily's Day Off,2017-01-06,2.99,575650,Kyuppin
5729,Indie,Last Answer,2017-01-10,4.99,569760,Taste Games
5730,Action,Necroball,2017-01-09,7.99,563410,King Crow Studios
5731,Adventure,The Land of Dasthir,2017-01-09,0.99,545700,RPG Video
5732,Indie,Reproduction Man,2017-01-10,1.99,511920,David Kilmer
5733,Adventure,Never Forget Me,2017-01-10,14.99,534980,Winter Wolves
5734,Action,Power Hover,2017-01-10,4.99,559960,Oddrok
5735,Action,PAKO - Car Chase Simulator,2017-01-10,4.99,559870,Tree Men Games
5736,Adventure,Pixel Puzzles Ultimate - Puzzle Pack: PP2 Anime,2017-01-10,6.99,577402,DL Softworks
5737,Casual,Pixel Puzzles Ultimate - Puzzle Pack: PP2 Birds,2017-01-10,6.99,577403,DL Softworks
5738,Casual,Pixel Puzzles Ultimate - Puzzle Pack: PP2 Space,2017-01-10,6.99,577405,DL Softworks
5739,Adventure,Bad Dream: Coma,2017-03-09,8.99,538070,Desert Fox
5740,Action,Cold Vengeance,2017-01-11,14.99,502540,Renegade Sector Games
5741,Action,Laraan,2017-01-11,4.99,493710,Flynns Arcade
5742,Indie,Illyriad - Grand Strategy MMO,2011-05-16,4.99,559310,Illyriad Games
5743,Action,99Vidas - Soundtrack,2016-12-22,3.99,574020,QUByte Interactive
5744,Action,MageQuit,2017-01-11,9.99,572220,Bowlcut Studios
5745,Adventure,Dark Cases: The Blood Ruby Collector's Edition,2017-01-11,9.99,569150,Boolat Entertainment
5746,Strategy,Conquest: Frontier Wars,2001-08-18,5.99,578670,Fever Pitch Studios
5747,Indie,Unhack 2,2017-01-12,6.99,444170,InvertMouse
5748,Indie,Unhack 2 - Digital soundtrack,2017-01-12,2.99,444610,InvertMouse
5749,Indie,Unhack 2 - Digital artbook,2017-01-12,2.99,444611,InvertMouse
5750,Action,Rise &amp; Shine,2017-01-13,14.99,347290,Super Mega Team
5751,Simulation,Professional Farmer 2017 - Cattle &amp; Cultivation,2017-01-13,6.99,576930,VIS - Visual Imagination Software
5752,Action,Zombie Estate 2,2017-01-13,4.99,512490,Sad Spaghetti Entertainment
5753,Action,room13,2017-01-13,7.99,314590,The Paper Robot
5754,Casual,Love Engine,2017-01-16,7.99,574170,Renxiang Game
5755,Action,Waste Walkers Subsistence,2017-01-16,2.99,581080,Corrosive Studios LLC
5756,Free to Play,Fishing Planet: Bass Boss Pack,2017-01-16,59.99,496434,Fishing Planet LLC
5757,Free to Play,Fishing Planet: Catfish Combat Pack,2017-01-16,39.99,496435,Fishing Planet LLC
5758,Action,I Am The Hero,2017-01-16,9.99,498500,Crazyant
5759,Action,Call to 10,2017-01-16,1.99,575870,Peace
5760,Action,Hellphobia,2017-01-16,4.99,575000,Teamomega
5761,Action,Way of Hero,2017-01-16,0.99,581720,Falcoware
5762,Adventure,Timeless: The Forgotten Town Collector's Edition,2017-01-16,9.99,569900,Boolat Games
5763,Action,Drunken Fight Simulator,2017-01-17,0.99,576480,Ogulcan Karaoglu
5764,Strategy,Galaxy Admirals,2017-01-17,1.99,411120,Jetdogs Studios
5765,Indie,Magi,2007-03-21,9.99,364740,MoaCube
5766,Casual,SQR🔲,2017-01-17,0.99,576010,SlyGames
5767,Adventure,STARDROP,2017-06-01,14.99,552880,Joure Visser
5768,Casual,Arizona Rose and the Pharaohs' Riddles,2017-01-18,9.99,575800,Anawiki Games
5769,Action,Double Cubes,2017-01-18,4.99,391300,"Nova Dimension,Recreat4"
5770,Action,1979 Invasion Earth,2017-01-19,1.99,575880,Jonni Hirst
5771,Simulation,Pro Basketball Manager 2017,2017-01-19,19.99,545130,"Umix Studios,Cyanide"
5772,Strategy,Commands &amp; Colors: The Great War,2017-01-19,19.99,449460,HexWar Games
5773,Strategy,Imperium Galactica,1997-03-01,4.99,573790,Digital Reality
5774,Strategy,Imperium Galactica II,1999-12-01,9.99,490370,"Digital Reality,Gyroscope Games"
5775,Casual,Lords of New York,2017-01-19,4.99,404070,"Lunchtime Studios, LLC"
5776,Casual,Crab Dub,2017-01-19,2.99,539450,Anatoliy Loginovskikh
5777,Indie,Stars in Shadow,2017-01-19,24.99,464880,Ashdar Games
5778,Adventure,Faces of Illusion: The Twin Phantoms,2017-01-19,9.99,558340,Moonrise Interactive
5779,Action,Aviators,2017-01-19,2.99,513310,Eclipse Studios
5780,Casual,Sticker Craft,2017-01-27,1.99,550580,One More Game
5781,Indie,Hollow Halls,2017-01-19,2.99,576700,Broken Code Games
5782,Adventure,Midnight's Blessing 2,2017-01-20,7.99,461370,Warfare Studios
5783,Action,Fight Me Bro!,2017-01-20,2.99,533630,Ascension Interactive Media
5784,Indie,Elderine: Dreams to Destiny,2017-04-01,4.99,535350,Black Alchemy Games
5785,Indie,Super Toaster X: Learn Japanese RPG,2017-09-20,9.99,530080,Team Toaster
5786,RPG,Rotation Phonology: Break,2017-01-22,4.99,554690,ButterChain
5787,Casual,Fruit Arranger,2017-01-23,0.99,575700,Mihai Morosanu
5788,Adventure,PARKAN: THE IMPERIAL CHRONICLES,1997-09-01,2.99,575690,NIKITA ONLINE
5789,Casual,PIGMENTUM,2017-01-23,0.99,582280,Kirill Gurman
5790,Action,My Pet Rock,2017-01-23,2.99,557830,Carl Games
5791,Action,Swordlord,2016-11-06,0.99,512150,Justin Varghese
5792,Action,SpiritSphere,2017-01-23,7.99,458170,Eendhoorn Games
5793,Casual,Alpacapaca Dash,2017-01-23,0.99,579230,Synnergy Circle Games
5794,Indie,Riders of Asgard,2017-03-31,7.99,552370,Gobbo Games
5795,Action,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,2017-01-23,29.99,418370,"CAPCOM Co., Ltd."
5796,Adventure,Fetch™,2017-01-24,6.99,549190,Big Fish Studios
5797,Casual,Pure Hold'em - Lucha Libre Card Deck,2017-01-24,1.99,438950,VooFoo Studios
5798,Action,Crypt of the NecroDancer: AMPLIFIED,2017-01-24,6.99,554000,Brace Yourself Games
5799,Action,Watch_Dogs® 2 - T-Bone Pack,2017-01-24,6.99,525000,Ubisoft
5800,Action,MiniBotz,2017-01-24,4.99,508520,Spydersoft
5801,Casual,Corona Blossom Soundtrack,2017-01-25,12.99,578070,Frontwing
5802,Adventure,PERFECT ANGLE: The puzzle game based on optical illusions,2015-12-22,9.99,427780,Ivanovich Games
5803,Action,Felix Jumpman,2017-01-24,3.99,575920,"ThinkOfGames,The Storytelling Studio"
5804,Adventure,Wojdan - وجدان,2017-01-01,2.99,573050,نقش الضوء
5805,Simulation,Bus Simulator 16 - Mercedes-Benz Citaro Pack,2017-01-25,5.99,563890,stillalive studios
5806,Adventure,Memoranda,2017-01-25,14.99,430410,Bit Byterz
5807,Adventure,Love Chronicles: The Spell Collector's Edition,2017-01-25,9.99,557720,Vendel Games
5808,Adventure,Dungetris,2017-01-25,4.99,462200,IndieMax
5809,Action,High Noon Revolver,2017-01-25,4.99,560510,Mike Studios
5810,Casual,Pure Chess - Sci-Fi Game Pack,2017-01-25,2.99,439830,Ripstone
5811,Action,Deadly Dozen,2001-10-31,9.99,514080,N-Fusion Interactive
5812,Casual,FormulaNext,2017-01-27,4.99,571080,SparkLightGames
5813,Action,Tales of Berseria™ - Adventure Items Super Pack,2017-01-26,19.99,525430,BANDAI NAMCO Studios Inc.
5814,Action,"Tales of Berseria™ - Japanese, Fairy, and Menagerie Costumes Set",2017-01-26,9.99,528057,BANDAI NAMCO Studios Inc.
5815,RPG,Seinarukana -The Spirit of Eternity Sword 2-,2017-01-26,29.99,445430,Xuse
5816,Adventure,Seinarukana Soundtrack,2017-01-26,14.99,465040,Xuse
5817,Adventure,My Super Tower 2,2017-01-27,0.99,575460,Mortis Games
5818,Simulation,TS Marketplace: BR Porthole Coach Pack 01 Add-On,2017-01-27,4.99,512311,Matrix Trains
5819,Simulation,TS Marketplace: BR Porthole Coach Pack 02 Add-On,2017-01-27,4.99,512312,Matrix Trains
5820,Action,Echo Lake,2017-01-27,10.99,553740,Capsule Three
5821,Action,Warcube,2017-01-27,9.99,505060,"Haven Made,craigz"
5822,Simulation,A-10C: Basic Flight Training Campaign,2017-01-27,9.99,555531,Maple Flag
5823,Action,Aliens Go Home Run,2017-01-27,3.99,514340,ANIM•ACE
5824,Adventure,Labyrinths of the World: Shattered Soul Collector's Edition,2017-01-27,9.99,551150,Domini Games
5825,Casual,True or False 2,2017-01-27,1.99,581760,Vladimir Maslov
5826,Action,Project: R.E.B.O.O.T 2,2017-01-27,0.99,575760,Indie Games Studio
5827,Action,Convicted Galaxy,2017-02-09,14.99,545840,Mind Grown Software
5828,Action,Eldritch Hunter,2017-01-27,4.99,514810,Joshua Missile
5829,Action,Gunman Taco Truck,2017-01-28,4.99,586310,Romero Games Ltd.
5830,Action,UBERMOSH:WRAITH,2017-01-29,0.99,586350,Walter Machado
5831,Adventure,Tears Revolude,2017-01-29,9.99,504660,WorldWideSoftware
5832,Action,Wells,2017-01-29,3.99,528430,Tower Up Studios
5833,Action,Slash it 2 - Electronic Music Pack,2017-01-30,0.99,586490,Just1337 Studio
5834,Action,Crimson Trigger,2017-01-30,11.99,566750,AT The Gate Team
5835,Action,Wells - Soundtrack,2017-01-30,0.99,533310,Tower Up Studios
5836,Adventure,Koi Musubi,2016-08-28,10.99,543930,Narrator
5837,Simulation,TS Marketplace: Hbins 292 Wagon Pack Add-On,2017-01-31,4.99,326035,virtualRailroads
5838,Simulation,TS Marketplace: Tamns 893 Wagon Pack Add-On,2017-01-31,4.99,513105,virtualRailroads
5839,Adventure,Geo,2017-01-31,8.99,513480,Windybeard
5840,Action,Tales of Berseria™ - Attachment Set,2017-01-31,7.99,528058,BANDAI NAMCO Studios Inc.
5841,Action,HITMAN™: Blood Money Requiem Pack,2017-01-31,4.99,588660,"Io-Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)"
5842,Indie,Warlock's Tower,2017-01-31,9.99,530370,Midipixel
5843,Strategy,Nyheim,2017-01-31,3.99,572300,Happy Hobgoblin
5844,Adventure,"Chapter Two: Time, Dreams and Underwater Travel",2017-01-31,5.99,505340,Deceptive Games Ltd.
5845,Action,OBCIDIAN LEGACY,2017-01-31,15.99,568190,Black Tower Studios
5846,Simulation,Train Simulator: CSX C30-7 Loco Add-On,2017-02-01,19.99,376965,Virtual Rail Creations
5847,Action,SQUAKE,2017-02-01,3.99,526920,On5
5848,Action,Fergus The Fly,2017-02-01,0.99,585790,Evgeny Osmet
5849,Adventure,Donation - Level 3,2017-02-01,4.99,587882,Olivier LeClair
5850,Adventure,Donation - Level 1,2017-02-01,0.99,587880,Olivier LeClair
5851,Adventure,Donation - Max Level,2017-02-01,14.99,587891,Olivier LeClair
5852,Adventure,Donation - Level 4,2017-02-01,9.99,587890,Olivier LeClair
5853,Casual,Causality,2017-02-02,3.99,559930,Loju
5854,Action,NARUTO STORM 4 : Road to Boruto Expansion,2017-02-02,19.99,495160,CyberConnect2 Co. Ltd.
5855,Action,Satellite Repairman,2017-02-02,3.99,567780,Nuno Donato
5856,Adventure,Nancy Drew®: Sea of Darkness,2015-05-19,19.99,572700,HeR Interactive
5857,Adventure,Dark Project,2017-02-02,4.99,583660,651 GAMES
5858,Action,Hero,2017-02-03,4.99,486020,Bakershah Games
5859,Casual,MARS SIMULATOR - RED PLANET,2017-02-02,7.99,587330,Stonehill Games
5860,Action,Rosenkreuzstilette,2017-02-02,9.99,564150,"[erka:es],Darksquid Media"
5861,Adventure,Pixel Puzzles Ultimate - Puzzle Pack: Pin-Ups,2017-02-03,6.99,589651,DL Softworks
5862,Adventure,Pixel Puzzles Ultimate - Puzzle Pack: Australia,2017-02-03,5.99,589650,DL Softworks
5863,Action,ABZU - Official Soundtrack,2017-02-03,4.99,577450,Giant Squid
5864,Indie,A House of Many Doors,2017-02-03,10.99,437250,Pixel Trickery
5865,Adventure,Dead Reckoning: Silvermoon Isle Collector's Edition,2017-02-03,9.99,586690,Eipix Entertainment
5866,RPG,冒险村传说（Tales of Legends）,2017-02-05,1.99,578440,singi
5867,Indie,The Astonishing Game,2017-02-06,2.99,583190,Turbo Tape Games
5868,Action,Kronos Soundtrack,2017-02-03,0.99,587800,UroboroStudio
5869,Action,Risk of Rain Soundtrack,2017-02-06,4.99,323410,"Hopoo Games, LLC"
5870,Action,Off-Road Paradise: Trial 4x4,2016-12-09,19.99,556230,Ivanovich Games
5871,RPG,Atelier Sophie: The Alchemist of the Mysterious Book,2017-02-07,29.99,527270,"KOEI TECMO GAMES CO., LTD."
5872,Action,Tales of Berseria™ - High School Costumes Set,2017-02-07,11.99,528052,BANDAI NAMCO Studios Inc.
5873,Action,Tales of Berseria™ - Idolm@ster Costumes Set,2017-02-07,5.99,528055,BANDAI NAMCO Studios Inc.
5874,Action,Castle Werewolf 3D,2017-02-07,2.99,586520,Drop_Dead_Fred (Фред)
5875,Action,Jump Like A Pirate,2017-02-07,2.99,581010,Pirate Games
5876,Simulation,Train Simulator: Clear Creek Log &amp; Lumber Expansion Pack Add-On,2017-02-08,19.99,376972,Romantic Railroads
5877,Casual,Fantasy Fairways,2017-02-08,6.99,552690,Sweet Roll Studio LLC.
5878,Strategy,Civil War: Battle of Petersburg,2017-02-08,0.99,584800,Cult Software
5879,Casual,Knot,2017-02-08,5.99,575990,Warlock Arts
5880,Indie,Wizard King,2017-02-08,4.99,577560,Maru Games
5881,Racing,Peak Angle: Drift Online - Japan Cars Pack,2017-02-08,2.99,591880,Peak Angle Team
5882,Simulation,Take On Mars,2017-02-09,26.99,244030,Bohemia Interactive
5883,Simulation,FSX Steam Edition: Toposim Canada Add-On,2017-02-09,24.99,556219,Toposim
5884,Action,Box Maze - Unlock All Levels,2017-02-10,0.99,591730,GamersHype Productions
5885,Indie,American Truck Simulator - Valentine's Paint Jobs Pack,2017-02-10,1.99,588600,SCS Software
5886,Indie,Euro Truck Simulator 2 - Valentine's Paint Jobs Pack,2017-02-10,1.99,558243,SCS Software
5887,Casual,Wacky Spores: The Chase,2017-02-10,8.99,582530,Lorenzo Bellincampi
5888,Simulation,TS Marketplace: VGA/VKA Wagon Pack Add-On,2017-02-10,4.99,513106,Just Trains
5889,Simulation,TS Marketplace: Seacow Wagon Pack Add-On,2017-02-10,4.99,513107,Just Trains
5890,Action,Zap Zone,2017-02-10,2.99,572180,Mighty Mob Games
5891,Simulation,FSX Steam Edition: Toposim Mexico Add-On,2017-02-10,19.99,556220,Toposim
5892,Adventure,Surface: Reel Life Collector's Edition,2017-02-10,9.99,586720,Elephant Games
5893,Action,Trump Simulator 2017,2017-02-01,0.99,575910,Brimo Studio
5894,Action,Uncompromising Trash,2017-02-11,0.99,588420,"oblomysh,EHTechnology"
5895,Action,Inner silence,2017-02-11,0.99,575780,Indie Games Studio
5896,Casual,Rock God Tycoon,2017-02-13,10.99,410840,"Sebastian Nigro,Panos Tzimas"
5897,Animation &amp; Modeling,001 Game Creator - MMORPG Kit,2017-02-13,14.99,564680,SoftWeir Inc.
5898,Simulation,Winds Of Trade,2017-02-13,14.99,576260,Hermes Interactive
5899,Adventure,Fumiko!,2017-02-13,6.99,563810,Fumiko Game Studio
5900,Action,HMM Starter Pack,2017-02-13,14.99,587413,Hoplon
5901,Action,FOR HONOR™ SEASON PASS,2017-02-13,39.99,591800,"Ubisoft Montreal,Ubisoft Quebec,Ubisoft Toronto,Blue Byte"
5902,Action,FOR HONOR™,2017-02-13,59.99,304390,"Ubisoft Montreal,Ubisoft Quebec,Ubisoft Toronto,Blue Byte"
5903,Action,Skyling: Garden Defense,2017-02-13,2.99,577160,"Mighty Studios, LLC"
5904,Action,City of Rott: Streets of Rott,2017-02-13,0.99,580880,Frank J Sudol
5905,Adventure,Among the Innocent: A Stricken Tale,2017-02-14,9.99,558320,Zero Degrees Games
5906,Indie,Agricola: All Creatures Big and Small,2017-02-14,9.99,528180,DIGIDICED
5907,Adventure,BOOR,2017-02-14,4.99,450170,DazlogStudio
5908,Action,Revolve,2017-02-14,9.99,412760,Rusty Bolt
5909,Action,Pixel Puzzles Ultimate - Puzzle Pack: Wild West,2017-02-14,4.99,591490,DL Softworks
5910,Action,Pixel Puzzles Ultimate - Puzzle Pack: Landscapes XL,2017-02-14,9.99,591492,DL Softworks
5911,Adventure,Drawn™: Trail of Shadows Collector's Edition,2017-02-14,9.99,567240,Big Fish Studios
5912,RPG,Fairy Fencer F ADF Deluxe Pack | デラックスセット | 數位附錄套組,2017-02-14,5.99,555120,"IDEA FACTORY,COMPILE HEART"
5913,Adventure,Fairy Fencer F Advent Dark Force | フェアリーフェンサー エフ ADVENT DARK FORCE | 妖精劍士 F ADVENT DARK FORCE,2017-02-14,49.99,524580,"IDEA FACTORY,COMPILE HEART"
5914,RPG,Fairy Fencer F ADF Fairy Set 1: Ahab and Leela | 妖聖セット１『アハブ』『リーラ』 | 妖聖套組１「亞哈」「里拉」,2017-02-14,0.99,524592,"IDEA FACTORY,COMPILE HEART"
5915,RPG,Fairy Fencer F ADF Fairy Set 3: Lars and Foxer | 妖聖セット３『ラース』『フォクサー』 | 妖聖套組３「拉斯」「弗克沙」,2017-02-14,0.99,524596,"IDEA FACTORY,COMPILE HEART"
5916,RPG,Fairy Fencer F ADF Fairy Set 2: Aques and Drulger | 妖聖セット２『アクエス』『ドルルガー』 | 妖聖套組２「阿克耶斯」「特魯魯格」,2017-02-14,0.99,524595,"IDEA FACTORY,COMPILE HEART"
5917,RPG,Fairy Fencer F ADF Ultimate Fencer Accessory Set | 最強フェンサー装飾品セット | 最強妖聖飾品套組,2017-02-14,0.99,524594,"IDEA FACTORY,COMPILE HEART"
5918,RPG,Fairy Fencer F ADF Ultimate Fencer Armor Set | 最強フェンサー防具セット | 最強劍士防具套組,2017-02-14,0.99,524593,"IDEA FACTORY,COMPILE HEART"
5919,RPG,Fairy Fencer F ADF Veteran Fencer Accessory Set | 上級フェンサー装飾品セット | 高階劍士飾品套組,2017-02-14,0.99,524591,"IDEA FACTORY,COMPILE HEART"
5920,Casual,Bang Bang Fruit,2017-02-14,0.99,587810,Snkl Studio
5921,RPG,Fairy Fencer F ADF Veteran Fencer Armor Set | 上級フェンサー防具セット | 高階劍士防具套組,2017-02-14,0.99,524590,"IDEA FACTORY,COMPILE HEART"
5922,Action,Space Ripper,2017-02-15,1.99,591010,Rumata Lab
5923,Adventure,Hidden Folks,2017-02-15,7.99,435400,"Adriaan de Jongh,Sylvain Tegroeg"
5924,Adventure,Holy Potatoes! We’re in Space?! Soundtrack,2017-02-15,4.99,593430,Daylight Studios
5925,Simulation,TS Marketplace: Sahimms 901 Wagon Pack Add-On,2017-02-15,4.99,513103,virtualRailroads
5926,Simulation,TS Marketplace: Hbillns 303 Wagon Pack Add-On,2017-02-15,4.99,513101,virtualRailroads
5927,Simulation,TS Marketplace: Falns 121 Wagon Pack Add-On,2017-02-15,4.99,513100,virtualRailroads
5928,Action,ZANGEKI WARP,2017-02-15,5.99,564040,ASTRO PORT
5929,Action,DED: Collection Edition,2017-02-15,4.99,573870,"L. Stotch,Vladimir Soldatov"
